body_name;pos_x;pos_y;pos_z
sun;-3.716796098974283e-06;-3.278377816863067e-05;2.356272248136696e-07
jupiter;4.847339930856543;-1.1321630550460413;-0.10387091638393478
saturn;8.333218184594687;4.1430349688596575;-0.40343728476075313
uranus;12.905190971986693;-15.102456648865521;-0.22341579268383283
neptune;15.389485801827046;-25.913363875177772;0.17891118741867673
sun;-7.273518670678196e-06;-6.559687126015444e-05;4.6751526838287497e-07
jupiter;4.8530933863676875;-1.1039698307072512;-0.10411646717265419
saturn;8.323028897305559;4.161251058561885;-0.4033491774358964
uranus;12.916005876572566;-15.093754278259237;-0.2235238938447577
neptune;15.399272267016217;-25.907409396360723;0.17856357596037076
sun;-1.0669937412370742e-05;-9.843840441014947e-05;6.956551761680281e-07
jupiter;4.858691557084346;-1.0757412582837718;-0.10435868752991778
saturn;8.312798893164066;4.17944673721944;-0.40325909491834167
uranus;12.92681427085539;-15.085044294760934;-0.22363188232806855
neptune;15.409056508978036;-25.901451174354236;0.17821593862550048
sun;-1.3905827292376441e-05;-0.00013130750079933367;9.200381049357174e-07
jupiter;4.864134196541908;-1.0474782271091316;-0.10459756826191563
saturn;8.302528209195115;4.1976219088660525;-0.4031670369967676
uranus;12.937616149797282;-15.076326703254686;-0.22373975808645738
neptune;15.418838526272372;-25.895489209976283;0.17786827546411813
sun;-1.698096856935577e-05;-0.0001642032816893775;1.1406553233410392e-06
jupiter;4.8694210637451345;-1.0191816285403634;-0.10483310028899785
saturn;8.292216882661672;4.215776477581396;-0.4030730034699523
uranus;12.948411508363833;-15.067601508627476;-0.22384752107267006
neptune;15.428618317459353;-25.8895235040454;0.17752058652628097
sun;-1.9895146811293867e-05;-0.00019712486645893758;1.3574982125045259e-06
jupiter;4.87455192318804;-0.9908523559204618;-0.10506527464627552
saturn;8.281864951064785;4.233910347491741;-0.40297699414678456
uranus;12.95920034152411;-15.058868715769192;-0.22395517123950628
neptune;15.438395881099366;-25.88355405738068;0.17717287186205136
sun;-2.264815291420464e-05;-0.00023007137263990834;1.570558266583595e-06
jupiter;4.879526544873475;-0.9624913045406138;-0.10529408248421576
saturn;8.271472452143614;4.2520234227706215;-0.4028790088462753
uranus;12.969982644250656;-15.05012832957262;-0.22406270853981963
neptune;15.44817121575306;-25.877580870801776;0.17682513152149656
sun;-2.523978312054735e-05;-0.0002630419159538893;1.7798270933384439e-06
jupiter;4.884344704332405;-0.9340993716022034;-0.1055195150692311
saturn;8.261039423875445;4.270115607639496;-0.40277904739756865
uranus;12.980758411519494;-15.041380354933445;-0.2241701329265175
neptune;15.457944319981346;-25.87160394512889;0.17647736555468888
sun;-2.7669839037352958e-05;-0.00029603561034886503;1.985296414692317e-06
jupiter;4.889006182642898;-0.9056774561785941;-0.10574156378426292
saturn;8.25056590447571;4.288186806368411;-0.4026771096399532
uranus;12.991527638310119;-15.032624796750236;-0.22427744435256117
neptune;15.467715192345391;-25.865623281182785;0.17612957401170554
sun;-2.9938127654057315e-05;-0.00032905156803609545;2.1869580672860706e-06
jupiter;4.893510766448788;-0.8772264591766916;-0.10596022012935893
saturn;8.240051932398007;4.306236923276668;-0.40257319542287295
uranus;13.002290319605509;-15.023861659924451;-0.22438464277096576
neptune;15.477483831406628;-25.859638879784782;0.17578175694262874
sun;-3.204446136003851e-05;-0.0003620888995272135;2.384804003026961e-06
jupiter;4.897858247978044;-0.8487472832982894;-0.1061754757222447
saturn;8.229497546334109;4.32426586273349;-0.40246730460593855
uranus;13.013046450392114;-15.015090949360427;-0.22449172813480028
neptune;15.487250235726748;-25.853650741756756;0.1754339143975456
sun;-3.3988657961855586e-05;-0.00039514671367152745;2.5788262896315865e-06
jupiter;4.902048425060817;-0.8202408330012005;-0.10638732229888892
saturn;8.218902785213976;4.342273529158688;-0.4023594370589381
uranus;13.023796025659866;-15.006312669965377;-0.22459870039718763
neptune;15.497014403867704;-25.847658867921137;0.17508604642654815
sun;-3.577054070018594e-05;-0.0004282241176935252;2.769017111162907e-06
jupiter;4.906081101147185;-0.7917080144601786;-0.10659575171406264
saturn;8.208267688205764;4.360259827023335;-0.4022495926618483
uranus;13.034539040402176;-14.99752682664938;-0.22470555951130455
neptune;15.506776334391713;-25.841663259100912;0.17473815307973334
sun;-3.738993826645866e-05;-0.00046132021723057753;2.9553687685612693e-06
jupiter;4.909956085324562;-0.7631497355276301;-0.1068007559418922
saturn;8.197592294715838;4.378224660850433;-0.40213777130484496
uranus;13.045275489615934;-14.988733424325387;-0.22481230543038172
neptune;15.51653602586125;-25.835663916119618;0.17439023440720294
sun;-3.8846684819181276e-05;-0.0004944341163708372;3.137873680169371e-06
jupiter;4.913673192334802;-0.7345669056941225;-0.10700232707640571
saturn;8.186876644388766;4.396167935215587;-0.4020239728883143
uranus;13.056005368301506;-14.979932467909201;-0.2249189381077037
neptune;15.526293476839054;-25.82966083980135;0.17404229045906364
sun;-4.0140619999957135e-05;-0.0005275649176913319;3.316524382251087e-06
jupiter;4.917232242590972;-0.7059604360486902;-0.10720045733207333
saturn;8.17612077710733;4.414089554747677;-0.4019081973228635
uranus;13.066728671462743;-14.971123962319487;-0.22502545749660893
neptune;15.53604868588813;-25.823654030970754;0.17369432128542694
sun;-4.127158894919095e-05;-0.0005607117222962464;3.4913135295040903e-06
jupiter;4.920633062193803;-0.6773312392389411;-0.10739513904434084
saturn;8.165324732992524;4.431989424129536;-0.4017904445293312
uranus;13.077445394106974;-14.962307912477756;-0.22513186355048984
neptune;15.54580165157174;-25.81764349045303;0.1733463269364092
sun;-4.223944232147987e-05;-0.0005938736298553934;3.662233895566199e-06
jupiter;4.9238754829478095;-0.6486802294309685;-0.10758636467015686
saturn;8.154488552403544;4.449867448098626;-0.40167071443879865
uranus;13.088155531245013;-14.953484323308368;-0.2252381562227927
neptune;15.55555237245341;-25.811629219073925;0.17299830746213155
sun;-4.304403630068763e-05;-0.0006270497386428666;3.829278373515376e-06
jupiter;4.926959342377079;-0.6200083222690697;-0.1077741267884933
saturn;8.143612275937796;4.467723531447715;-0.40154900699259993
uranus;13.09885907789115;-14.944653199738521;-0.2253443354670178
neptune;15.565300847096934;-25.805611217659745;0.17265026291271993
sun;-4.368523261469921e-05;-0.0006602391455758765;3.992439976363318e-06
jupiter;4.929884483740725;-0.5913164348352757;-0.1079584181008591
saturn;8.13269594443088;4.4855575790255555;-0.40142532214233273
uranus;13.109556029063166;-14.935814546698252;-0.2254504012367193
neptune;15.575047074066362;-25.799589487037345;0.17230219333830507
sun;-4.4162898549853604e-05;-0.0006934409462537635;4.151711837542563e-06
jupiter;4.9326507560480115;-0.5626054856086955;-0.10813923143180733
saturn;8.121739598956585;4.503369495737569;-0.4012996598498689
uranus;13.120246379782316;-14.926968369120425;-0.22555635348550543
neptune;15.584791051926013;-25.79356402803413;0.17195409878902246
sun;-4.4476906965052254e-05;-0.0007266542349971857;4.307087211387047e-06
jupiter;4.935258014073126;-0.5338763944246764;-0.10831655972943531
saturn;8.110743280826874;4.521159186546527;-0.4011720200873648
uranus;13.130930125073347;-14.918114671940737;-0.22566219216703834
neptune;15.594532779240467;-25.787534841478056;0.1716059793150123
sun;-4.462713630554078e-05;-0.0007598781048874787;4.4585594736060485e-06
jupiter;4.937706118369622;-0.5051300824337864;-0.10849039606587788
saturn;8.09970703159187;4.538926556473228;-0.40104240283727194
uranus;13.141607259964486;-14.9092534600977;-0.22576791723503417
neptune;15.604272254574571;-25.78150192819763;0.1712578349664196
sun;-4.461347061636164e-05;-0.0007931116478061826;4.60612212175145e-06
jupiter;4.939994935284513;-0.47636747206062025;-0.10866073363779365
saturn;8.088630893039847;4.556671510597196;-0.40091080809234714
uranus;13.152277779487447;-14.900384738532646;-0.22587352864326307
neptune;15.614009476493434;-25.77546528902191;0.170909665793394
sun;-4.44357995554754e-05;-0.0008263539544747363;4.749768775678253e-06
jupiter;4.942124336972021;-0.44758948696243245;-0.10882756576684424
saturn;8.077514907197202;4.574393954057356;-0.40077723585566316
uranus;13.16294167867743;-14.89150851218972;-0.2259790263455492
neptune;15.623744443562432;-25.7694249247805;0.17056147184608986
sun;-4.4094018406548416e-05;-0.000859604114494331;4.889493177998281e-06
jupiter;4.944094201406973;-0.4187970519876021;-0.10899088590016637
saturn;8.066359116328437;4.592093792052728;-0.40064168614061885
uranus;13.173598952573125;-14.882624786015874;-0.22608441029577078
neptune;15.6334771543472;-25.76338083630355;0.1702132531746662
sun;-4.3588028091404545e-05;-0.0008928612163859246;5.025289194527012e-06
jupiter;4.945904412397852;-0.3899910931339318;-0.10915068761083675
saturn;8.055163562936142;4.609770929843111;-0.40050415897094943
uranus;13.184249596216704;-14.873733564960864;-0.22618968044786006
neptune;15.643207607413649;-25.75733302442177;0.16986500982928676
sun;-4.291773518213886e-05;-0.0009261243476304088;5.157150814723466e-06
jupiter;4.947554859599494;-0.3611725375067847;-0.10930696459832977
saturn;8.043928289760961;4.627425272749783;-0.4003646543807368
uranus;13.194893604653831;-14.864834853977241;-0.2262948367558034
neptune;15.652935801327946;-25.751281489966402;0.1695167418601199
sun;-4.20830519128911e-05;-0.0009593925947089298;5.285072152123095e-06
jupiter;4.9490454385254194;-0.3323423132770629;-0.10945971068896775
saturn;8.032653339781566;4.645056726156187;-0.4002231724144198
uranus;13.205530972933662;-14.855928658020355;-0.22639987917364116
neptune;15.662661734656528;-25.745226233769248;0.16916844931733857
sun;-4.1083896191276727e-05;-0.0009926650431433565;5.409047444763613e-06
jupiter;4.950376050559822;-0.30350134963903136;-0.10960891983636396
saturn;8.021338756214634;4.662665195508627;-0.4000797131268041
uranus;13.216161696108838;-14.847014982048343;-0.22650480765546788
neptune;15.672385405966095;-25.739167256662654;0.16882013225112041
sun;-3.992019160947364e-05;-0.001025940777536893;5.529071055603696e-06
jupiter;4.951546602969188;-0.27465057676799076;-0.1097545861218581
saturn;8.009984582514804;4.680250586316964;-0.39993427658307285
uranus;13.226785769235496;-14.838093831022125;-0.22660962215543218
neptune;15.682106813823617;-25.73310455947951;0.1684717907116476
sun;-3.859186745496234e-05;-0.0010592188816148334;5.6451374729345085e-06
jupiter;4.952557008913552;-0.24579092577780243;-0.10989670375494422
saturn;7.998590862374648;4.697812804155313;-0.39978686285879617
uranus;13.237403187373262;-14.829165209905401;-0.22671432262773683
neptune;15.691825956796333;-25.727038143053253;0.16812342474910696
sun;-3.7098858720917687e-05;-0.0010924984382654533;5.757241310783974e-06
jupiter;4.953407187457397;-0.2169233286782698;-0.11003526707369118
saturn;7.987157639724636;4.715351754662744;-0.3996374720399417
uranus;13.248013945585257;-14.820229123664651;-0.22681890902663873
neptune;15.70154283345174;-25.72096800821787;0.1677750344136898
sun;-3.544110611625023e-05;-0.0011257785295810357;5.865377309313756e-06
jupiter;4.954097063580177;-0.1880487183323798;-0.11017027054515542
saturn;7.975684958733092;4.73286734354398;-0.39948610422288455
uranus;13.258618038938094;-14.811285577269123;-0.22692338130644898
neptune;15.71125744235761;-25.714894155807887;0.16742661975559203
sun;-3.361855607529521e-05;-0.0011590582368990285;5.969540335208875e-06
jupiter;4.954626568186483;-0.159168028413408;-0.11030170876578595
saturn;7.964172863806155;4.7503594765700985;-0.3993327595144171
uranus;13.269215462501885;-14.80233457569083;-0.2270277394215329
neptune;15.720969782081982;-25.70881658665838;0.1670781808250141
sun;-3.163116076714739e-05;-0.001192336640843327;6.069725382059907e-06
jupiter;4.95499563811583;-0.13028219336189117;-0.11042957646182172
saturn;7.952621399587734;4.767828059579239;-0.3991774380317593
uranus;13.279806211350232;-14.793376123904551;-0.22713198332630993
neptune;15.730679851193159;-25.702735301604967;0.166729717672161
sun;-2.9478878104639892e-05;-0.0012256128213656815;6.165927570737715e-06
jupiter;4.955204216152073;-0.10139214834247144;-0.11055386848968107
saturn;7.941030610959463;4.785272998477304;-0.39902013990256846
uranus;13.29039028056024;-14.78441022688782;-0.22723611297525384
neptune;15.740387648259714;-25.696650301483814;0.16638123034724217
sun;-2.7161671752965183e-05;-0.0012588858577872234;6.258142149760652e-06
jupiter;4.955252251032456;-0.07249882920061543;-0.11067457983634336
saturn;7.929400543040651;4.802694199238671;-0.3988608652649492
uranus;13.300967665212509;-14.775436889620927;-0.2273401283228926
neptune;15.75009317185049;-25.690561587131626;0.16603271890047158
sun;-2.4679511137936625e-05;-0.0012921548288401077;6.34636449565418e-06
jupiter;4.955139697456273;-0.04360317241921269;-0.11079170561972264
saturn;7.917731241188231;4.8200915679068945;-0.3986996142674635
uranus;13.311538360391138;-14.766456117086909;-0.22744402932380847
neptune;15.7597964205346;-25.684469159385653;0.16568418338206767
sun;-2.2032371453888768e-05;-0.001325418812709267;6.430590113302856e-06
jupiter;4.954866516093165;-0.014706115075057143;-0.1109052410890333
saturn;7.90602275099671;4.837465010595422;-0.39853638706914046
uranus;13.322102361183727;-14.757467914271547;-0.22754781593263798
neptune;15.769497392881421;-25.67837301908369;0.16533562384225334
sun;-1.92202336712148e-05;-0.0013586768870742748;6.5108146362946325e-06
jupiter;4.9544326735910245;0.014191405204784433;-0.11101518162514773
saturn;7.89427511829811;4.854814433488304;-0.3983711838394864
uranus;13.332659662681378;-14.748472286163366;-0.22765148810407204
neptune;15.779196087460603;-25.672273167064073;0.16498704033125594
sun;-1.6243084543539558e-05;-0.0013919281291513127;6.587033827257421e-06
jupiter;4.95383814258353;0.043088450286713015;-0.11112152274094587
saturn;7.882488389161914;4.872139742840906;-0.39820400475849455
uranus;13.343210259978692;-14.739469237753624;-0.22775504579285583
neptune;15.788892502842065;-25.66616960416568;0.16463843289930724
sun;-1.3100916614526542e-05;-0.001425171615735238;6.659243578187858e-06
jupiter;4.953082901697291;0.07198408157444292;-0.11122426008165658
saturn;7.8706626098950005;4.889440844980626;-0.398034850016655
uranus;13.353754148173776;-14.730458774036313;-0.22785848895378893
neptune;15.798586637596;-25.660062331227934;0.16428980159664344
sun;-9.79372822431742e-06;-0.0014584064232417498;6.727439910772246e-06
jupiter;4.952166935558612;0.10087736005294831;-0.11132338942519078
saturn;7.858797827041589;4.906717646307611;-0.3978637198149646
uranus;13.364291322368242;-14.721440900008151;-0.2279618175417253
neptune;15.808278490292862;-25.653951349090796;0.16394114647350513
sun;-6.321523515602594e-06;-0.0014916316277496459;6.7916189766995905e-06
jupiter;4.951090234799868;0.12976734633250678;-0.11141890668246641
saturn;7.84689408738317;4.923970053295475;-0.39769061436493675
uranus;13.374821777667208;-14.71241562066858;-0.22806503151157326
neptune;15.817968059503386;-25.64783665859477;0.1635924675801373
sun;-2.6843124393213954e-06;-0.001524846305043171;6.851777057966717e-06
jupiter;4.949852796065497;0.1586531006928356;-0.11151080789772502
saturn;7.83495143793844;4.94119797249202;-0.3975155338886113
uranus;13.385345509179297;-14.70338294101976;-0.22816813081829565
neptune;15.827655343798572;-25.641718260580898;0.16324376496678925
sun;1.1178892400094366e-06;-0.0015580495306544478;6.9079105671754e-06
jupiter;4.948454622017598;0.18753368312731689;-0.11159908924884002
saturn;7.822969925963236;4.958401310519958;-0.3973384786185645
uranus;13.39586251201664;-14.694342866066567;-0.22827111541690973
neptune;15.837340341749695;-25.63559615589077;0.16289503868371474
sun;5.085059939340307e-06;-0.0015912403799059926;6.960016047821461e-06
jupiter;4.9468957213411455;0.2164081533873072;-0.11168374704761648
saturn;7.81094959895046;4.975579974077634;-0.3971594487979185
uranus;13.406372781294879;-14.685295400816587;-0.22837398526248717
neptune;15.847023051928298;-25.629470345366506;0.1625462887811718
sun;9.217172252507607e-06;-0.0016244179279533042;7.008090174575803e-06
jupiter;4.945176108748807;0.2452755710265278;-0.11176477774008257
saturn;7.798890504630005;4.992733869939757;-0.3969784446803516
uranus;13.416876312133166;-14.676240550280117;-0.22847674031015425
neptune;15.856703472906199;-25.623340829850775;0.16219751530942284
sun;1.3514192946028061e-05;-0.0016575812498275304;7.0521297535573236e-06
jupiter;4.943295804985372;0.27413499544553105;-0.11184217790677245
saturn;7.786792690968688;5.009862904958118;-0.396795466530108
uranus;13.427373099654163;-14.66717831947015;-0.2285793805150917
neptune;15.866381603255489;-25.61720761018678;0.1618487183187345
sun;1.7976082955269737e-05;-0.0016907294204782;7.092131722597669e-06
jupiter;4.941254836831782;0.30298548593623886;-0.11191594426300054
saturn;7.774656206170163;5.0269669860623285;-0.39661051462200747
uranus;13.437863138984047;-14.658108713402381;-0.2286819058325348
